age,work-class,education-num,marital-status,position,relationship,race,sex,capital-gain,capital-loss,hours-per-week,salary,is-us,capital-net,has_capital_activity,is-masters,is-husband,edu_hours,is-bachelors,age_hours,is-exec-man,is-married,is-white,age_group,work-intensity,work_edu_interaction,marital_pos_interaction,capital_net,relation-education,relation-position,overtime_married,rich_country_hard_worker,is_high_salary_job,experience,has-investments
0.10526315789473684,0.2690124858115778,0.75,0.05011723329425557,0.13213885778275475,0.10591446769790719,0.26147495872317006,0.31003295239430695,7.684783943522785,0.0,0.0,0,0.0,2174.0,1.0,0,0,0.6741573033707865,1,0.031746031746031744,0,0,1,0.25292318762367333,0.2394680323806377,0.34065933198137616,0.021015761821366025,7.684783943522785,0.0,0.042352941176470586,0.0,0.0,0.0,-0.05263157894736842,1.0
0.6842105263157895,0.2822671156004489,0.75,0.4520897043832824,0.4853801169590643,0.4520595361716857,0.26147495872317006,0.31003295239430695,0.0,0.0,-5.4,0,0.0,0.0,0.0,0,1,-1.297752808988764,1,-0.9312169312169312,1,1,1,0.3740250932519498,0.0678391959798995,0.42647058823324746,0.6807081807081807,0.0,1.0,0.6870332654446707,0.0,0.0,1.0,0.5263157894736842,0.0
0.05263157894736842,0.21637088477366256,-0.25,0.10124036205162588,0.06526548672566372,0.10591446769790719,0.26147495872317006,0.31003295239430695,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,-0.2247191011235955,0,-0.010582010582010581,0,0,1,0.25292318762367333,0.2394680323806377,0.14607988165680474,0.03276824449416992,0.0,0.0,0.015306127701194338,0.0,0.0,0.0,0.10526315789473684,0.0
0.8421052631578947,0.21637088477366256,-0.75,0.4520897043832824,0.06526548672566372,0.4520595361716857,0.13001523616048755,0.31003295239430695,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,-0.6741573033707865,0,0.6243386243386243,0,1,0,0.3740250932519498,0.2394680323806377,0.05255023183925812,0.17857142857144967,0.0,0.0,0.17586206896564996,0.0,0.0,0.0,1.0,0.0
-0.47368421052631576,0.21637088477366256,0.75,0.4520897043832824,0.444012716354645,0.49403578528827036,0.13001523616048755,0.11430237643971425,0.0,0.0,0.0,0,-1.0,0.0,0.0,0,0,0.6741573033707865,1,-0.43386243386243384,0,1,0,0.25292318762367333,0.2394680323806377,0.4130167826442898,0.7048489107519326,0.0,1.0,0.7666666637521268,0.0,0.0,1.0,-0.631578947368421,0.0
0.0,0.21637088477366256,1.0,0.4520897043832824,0.4853801169590643,0.49403578528827036,0.26147495872317006,0.11430237643971425,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.898876404494382,0,-0.05291005291005291,1,1,1,0.25292318762367333,0.2394680323806377,0.6053962900505903,0.6807081807081807,0.0,1.0,0.6405222159840426,0.0,0.0,1.0,-0.21052631578947367,0.0
0.631578947368421,0.21637088477366256,-1.25,0.09056603773941889,0.04420866489832007,0.10591446769790719,0.13001523616048755,0.11430237643971425,0.0,0.0,-4.8,0,-1.0,0.0,0.0,0,0,-1.797752808988764,0,-0.7894179894179895,0,0,0,0.3740250932519498,0.0678391959798995,0.04942965780018751,0.06451453284955545,0.0,0.0,0.019287833827893175,0.0,0.0,0.0,0.8947368421052632,0.0
0.7894736842105263,0.2822671156004489,-0.25,0.4520897043832824,0.4853801169590643,0.4520595361716857,0.26147495872317006,0.31003295239430695,0.0,0.0,1.0,1,0.0,0.0,0.0,0,1,0.028089887640449437,0,0.8571428571428571,1,1,1,0.3740250932519498,0.2394680323806377,0.2222222222222222,0.6807081807081807,0.0,0.0,0.6870332654446707,1.0,0.0,1.0,0.8421052631578947,0.0
-0.3157894736842105,0.21637088477366256,1.0,0.05011723329425557,0.444012716354645,0.10591446769790719,0.26147495872317006,0.11430237643971425,9.552865680310473,0.0,2.0,1,0.0,14084.0,1.0,1,0,1.6853932584269662,0,0.021164021164021163,0,0,1,0.25292318762367333,0.4273781902552204,0.6053962900505903,0.15296803652968036,9.552865680310473,0.0,0.2132435465768799,0.0,0.0,1.0,-0.5263157894736842,1.0
0.2631578947368421,0.21637088477366256,0.75,0.4520897043832824,0.4853801169590643,0.4520595361716857,0.26147495872317006,0.31003295239430695,8.552367266423891,0.0,0.0,1,0.0,5178.0,1.0,0,1,0.6741573033707865,1,0.15873015873015872,1,1,1,0.25292318762367333,0.2394680323806377,0.4130167826442898,0.6807081807081807,8.552367266423891,1.0,0.6870332654446707,0.0,0.0,1.0,0.10526315789473684,1.0
0.0,0.21637088477366256,0.0,0.4520897043832824,0.4853801169590643,0.4520595361716857,0.13001523616048755,0.31003295239430695,0.0,0.0,8.0,1,0.0,0.0,0.0,0,1,2.247191011235955,0,1.5132275132275133,1,1,0,0.25292318762367333,0.4273781902552204,0.17245337159253946,0.6807081807081807,0.0,0.0,0.6870332654446707,1.0,0.0,1.0,0.0,0.0
-0.3684210526315789,0.2690124858115778,0.75,0.4520897043832824,0.444012716354645,0.4520595361716857,0.265139116202946,0.31003295239430695,0.0,0.0,0.0,1,-1.0,0.0,0.0,0,1,0.6741573033707865,1,-0.3492063492063492,0,1,0,0.25292318762367333,0.2394680323806377,0.34065933198137616,0.7048489107519326,0.0,1.0,0.6997497914929107,0.0,0.0,1.0,-0.5263157894736842,0.0
-0.7368421052631579,0.21637088477366256,0.75,0.05011723329425557,0.13213885778275475,0.015364916773367477,0.26147495872317006,0.11430237643971425,0.0,0.0,-2.0,0,0.0,0.0,0.0,0,0,-0.056179775280898875,1,-0.8888888888888888,0,0,1,0.011764705882352941,0.13071613459879206,0.4130167826442898,0.021015761821366025,0.0,0.0,0.009107468123861567,0.0,0.0,0.0,-0.8947368421052632,0.0
-0.2631578947368421,0.21637088477366256,0.5,0.05011723329425557,0.26294978252273626,0.10591446769790719,0.13001523616048755,0.31003295239430695,0.0,0.0,2.0,0,0.0,0.0,0.0,0,0,1.1235955056179776,0,0.07407407407407407,0,0,0,0.25292318762367333,0.4273781902552204,0.24586776859504134,0.04484304932735426,0.0,0.0,0.10675039246467818,0.0,0.0,0.0,-0.3684210526315789,0.0
-0.15789473684210525,0.21637088477366256,-1.5,0.4520897043832824,0.2096627164995442,0.4520595361716857,0.12254902087297687,0.31003295239430695,0.0,0.0,1.0,0,-1.0,0.0,0.0,0,1,-1.2359550561797752,0,0.0,0,1,0,0.25292318762367333,0.2394680323806377,0.041522491349906696,0.3056768558951965,0.0,0.0,0.3064275037369208,1.0,0.0,0.0,0.15789473684210525,0.0
-0.631578947368421,0.2822671156004489,-0.25,0.05011723329425557,0.11695906432748537,0.015364916773367477,0.26147495872317006,0.31003295239430695,0.0,0.0,-1.0,0,0.0,0.0,0.0,0,0,-0.47752808988764045,0,-0.6931216931216931,0,0,1,0.25292318762367333,0.13071613459879206,0.2222222222222222,0.010256416187803477,0.0,0.0,0.009572011355519109,0.0,0.0,0.0,-0.5789473684210527,0.0
-0.2631578947368421,0.21637088477366256,-0.25,0.05011723329425557,0.11853448275862069,0.0618510158013544,0.26147495872317006,0.31003295239430695,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,-0.2247191011235955,0,-0.26455026455026454,0,0,1,0.25292318762367333,0.2394680323806377,0.14607988165680474,0.007653061224489796,0.0,0.0,0.006329357821361055,0.0,0.0,0.0,-0.21052631578947367,0.0
0.05263157894736842,0.21637088477366256,-0.75,0.4520897043832824,0.26294978252273626,0.4520595361716857,0.26147495872317006,0.31003295239430695,0.0,0.0,2.0,0,0.0,0.0,0.0,0,1,-0.2808988764044944,0,0.3915343915343915,0,1,1,0.25292318762367333,0.4273781902552204,0.05255023183925812,0.49740932642487046,0.0,0.0,0.5124282982791587,1.0,0.0,0.0,0.21052631578947367,0.0
